"","Dataset","DefectNum","ModuleNum","ImbLevel","ImbGroup","Metrics","Classifier","ImbLearner","ImbLearnerType","MCC","dset","bMCC","dMCC"
"28","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","Bag",0.1049,"ant-1.3",-0.0098,0.1147
"29","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","Bag",-0.0027,"ant-1.4",0,-0.0027
"30","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","Bag",0.2916,"ant-1.5",0.3255,-0.0339
"31","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","Bag",0.4791,"ant-1.6",0.4712,0.00790000000000002
"32","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","Bag",-6e-04,"camel-1.0",0,-6e-04
"33","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","Bag",0.0747,"camel-1.2",0.0254,0.0493
"34","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","Bag",0.125,"camel-1.4",0.0968,0.0282
"35","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","Bag",0.152,"camel-1.6",0.105,0.047
"36","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","Bag",0.1102,"ivy-2.0",0.0938,0.0164
"37","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","Bag",0.4378,"jedit-3.2",0.4465,-0.00869999999999999
"38","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","Bag",0.3581,"jedit-4.0",0.3875,-0.0294
"39","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","Bag",0.4316,"jedit-4.1",0.4463,-0.0147
"40","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","Bag",0.1925,"jedit-4.2",0.0516,0.1409
"41","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","Bag",0,"jedit-4.3",0,0
"42","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","Bag",0.4589,"log4j-1.0",0.4226,0.0363
"43","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","Bag",0.0803,"poi-2.0",0.0231,0.0572
"44","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","Bag",-0.0018,"synapse-1.0",0.0136,-0.0154
"45","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","Bag",0.3803,"synapse-1.1",0.3822,-0.00189999999999996
"46","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","Bag",0.3804,"synapse-1.2",0.462,-0.0816
"47","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","Bag",0.266,"velocity-1.6",0.2073,0.0587
"48","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","Bag",0.0392,"xerces-1.2",-0.0046,0.0438
"49","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","Bag",0.3838,"xerces-1.3",0.3433,0.0405
"50","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","Bag",0.4531,"Eclipse_JDT_Core",0.4041,0.049
"51","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","Bag",0.1175,"Eclipse_PDE_UI",0.0751,0.0424
"52","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","Bag",0.3917,"Equinox_Framework",0.3526,0.0391
"53","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","Bag",0.0699,"Lucene",0.0029,0.067
"54","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","Bag",0.0623,"Mylyn",0.0139,0.0484
"55","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","Bst",0.2265,"ant-1.3",-0.0098,0.2363
"56","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","Bst",0.0116,"ant-1.4",0,0.0116
"57","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","Bst",0.2585,"ant-1.5",0.3255,-0.067
"58","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","Bst",0.4075,"ant-1.6",0.4712,-0.0637
"59","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","Bst",-0.0054,"camel-1.0",0,-0.0054
"60","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","Bst",0.0635,"camel-1.2",0.0254,0.0381
"61","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","Bst",0.1611,"camel-1.4",0.0968,0.0643
"62","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","Bst",0.1161,"camel-1.6",0.105,0.0111
"63","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","Bst",0.1904,"ivy-2.0",0.0938,0.0966
"64","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","Bst",0.3678,"jedit-3.2",0.4465,-0.0787
"65","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","Bst",0.3283,"jedit-4.0",0.3875,-0.0592
"66","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","Bst",0.3615,"jedit-4.1",0.4463,-0.0848
"67","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","Bst",0.1846,"jedit-4.2",0.0516,0.133
"68","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","Bst",5e-04,"jedit-4.3",0,5e-04
"69","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","Bst",0.4061,"log4j-1.0",0.4226,-0.0165
"70","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","Bst",0.2287,"poi-2.0",0.0231,0.2056
"71","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","Bst",0.1111,"synapse-1.0",0.0136,0.0975
"72","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","Bst",0.3326,"synapse-1.1",0.3822,-0.0496
"73","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","Bst",0.3301,"synapse-1.2",0.462,-0.1319
"74","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","Bst",0.2163,"velocity-1.6",0.2073,0.00899999999999998
"75","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","Bst",0.236,"xerces-1.2",-0.0046,0.2406
"76","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","Bst",0.3326,"xerces-1.3",0.3433,-0.0107
"77","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","Bst",0.3797,"Eclipse_JDT_Core",0.4041,-0.0244
"78","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","Bst",0.1707,"Eclipse_PDE_UI",0.0751,0.0956
"79","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","Bst",0.3813,"Equinox_Framework",0.3526,0.0286999999999999
"80","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","Bst",0.1384,"Lucene",0.0029,0.1355
"81","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","Bst",0.1695,"Mylyn",0.0139,0.1556
"82","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","US",0.3196,"ant-1.3",-0.0098,0.3294
"83","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","US",0.0905,"ant-1.4",0,0.0905
"84","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","US",0.2963,"ant-1.5",0.3255,-0.0292
"85","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","US",0.4462,"ant-1.6",0.4712,-0.025
"86","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","US",0.0938,"camel-1.0",0,0.0938
"87","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","US",0.0565,"camel-1.2",0.0254,0.0311
"88","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","US",0.1863,"camel-1.4",0.0968,0.0895
"89","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","US",0.1224,"camel-1.6",0.105,0.0174
"90","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","US",0.2984,"ivy-2.0",0.0938,0.2046
"91","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","US",0.4269,"jedit-3.2",0.4465,-0.0196
"92","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","US",0.3502,"jedit-4.0",0.3875,-0.0373
"93","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","US",0.3883,"jedit-4.1",0.4463,-0.058
"94","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","US",0.3735,"jedit-4.2",0.0516,0.3219
"95","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","US",0.0602,"jedit-4.3",0,0.0602
"96","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","US",0.3984,"log4j-1.0",0.4226,-0.0242
"97","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","US",0.1159,"poi-2.0",0.0231,0.0928
"98","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","US",0.2515,"synapse-1.0",0.0136,0.2379
"99","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","US",0.285,"synapse-1.1",0.3822,-0.0972
"100","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","US",0.3865,"synapse-1.2",0.462,-0.0755
"101","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","US",0.2183,"velocity-1.6",0.2073,0.011
"102","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","US",0.2235,"xerces-1.2",-0.0046,0.2281
"103","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","US",0.2915,"xerces-1.3",0.3433,-0.0518
"104","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","US",0.3785,"Eclipse_JDT_Core",0.4041,-0.0256
"105","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","US",0.2267,"Eclipse_PDE_UI",0.0751,0.1516
"106","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","US",0.4008,"Equinox_Framework",0.3526,0.0482
"107","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","US",0.1649,"Lucene",0.0029,0.162
"108","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","US",0.2221,"Mylyn",0.0139,0.2082
"109","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","OS",0.2869,"ant-1.3",-0.0098,0.2967
"110","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","OS",0.142,"ant-1.4",0,0.142
"111","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","OS",0.2493,"ant-1.5",0.3255,-0.0762
"112","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","OS",0.4193,"ant-1.6",0.4712,-0.0519
"113","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","OS",0.0114,"camel-1.0",0,0.0114
"114","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","OS",0.0659,"camel-1.2",0.0254,0.0405
"115","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","OS",0.1142,"camel-1.4",0.0968,0.0174
"116","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","OS",0.1163,"camel-1.6",0.105,0.0113
"117","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","OS",0.1965,"ivy-2.0",0.0938,0.1027
"118","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","OS",0.4073,"jedit-3.2",0.4465,-0.0392
"119","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","OS",0.3683,"jedit-4.0",0.3875,-0.0192
"120","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","OS",0.3337,"jedit-4.1",0.4463,-0.1126
"121","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","OS",0.2928,"jedit-4.2",0.0516,0.2412
"122","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","OS",0.2035,"jedit-4.3",0,0.2035
"123","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","OS",0.3651,"log4j-1.0",0.4226,-0.0575
"124","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","OS",0.2173,"poi-2.0",0.0231,0.1942
"125","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","OS",0.1538,"synapse-1.0",0.0136,0.1402
"126","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","OS",0.2829,"synapse-1.1",0.3822,-0.0993
"127","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","OS",0.4158,"synapse-1.2",0.462,-0.0462
"128","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","OS",0.2185,"velocity-1.6",0.2073,0.0112
"129","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","OS",0.2541,"xerces-1.2",-0.0046,0.2587
"130","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","OS",0.3438,"xerces-1.3",0.3433,5e-04
"131","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","OS",0.3582,"Eclipse_JDT_Core",0.4041,-0.0459
"132","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","OS",0.176,"Eclipse_PDE_UI",0.0751,0.1009
"133","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","OS",0.3765,"Equinox_Framework",0.3526,0.0239
"134","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","OS",0.0883,"Lucene",0.0029,0.0854
"135","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","OS",0.1942,"Mylyn",0.0139,0.1803
"136","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","UOS",0.2727,"ant-1.3",-0.0098,0.2825
"137","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","UOS",0.1536,"ant-1.4",0,0.1536
"138","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","UOS",0.2841,"ant-1.5",0.3255,-0.0414
"139","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","UOS",0.4444,"ant-1.6",0.4712,-0.0268
"140","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","UOS",0.0173,"camel-1.0",0,0.0173
"141","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","UOS",0.058,"camel-1.2",0.0254,0.0326
"142","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","UOS",0.1505,"camel-1.4",0.0968,0.0537
"143","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","UOS",0.1255,"camel-1.6",0.105,0.0205
"144","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","UOS",0.2345,"ivy-2.0",0.0938,0.1407
"145","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","UOS",0.4105,"jedit-3.2",0.4465,-0.036
"146","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","UOS",0.3486,"jedit-4.0",0.3875,-0.0389
"147","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","UOS",0.3379,"jedit-4.1",0.4463,-0.1084
"148","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","UOS",0.3487,"jedit-4.2",0.0516,0.2971
"149","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","UOS",0.2465,"jedit-4.3",0,0.2465
"150","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","UOS",0.3307,"log4j-1.0",0.4226,-0.0919
"151","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","UOS",0.1874,"poi-2.0",0.0231,0.1643
"152","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","UOS",0.2511,"synapse-1.0",0.0136,0.2375
"153","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","UOS",0.2975,"synapse-1.1",0.3822,-0.0847
"154","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","UOS",0.3296,"synapse-1.2",0.462,-0.1324
"155","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","UOS",0.2284,"velocity-1.6",0.2073,0.0211
"156","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","UOS",0.2864,"xerces-1.2",-0.0046,0.291
"157","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","UOS",0.3091,"xerces-1.3",0.3433,-0.0342
"158","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","UOS",0.3341,"Eclipse_JDT_Core",0.4041,-0.07
"159","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","UOS",0.1628,"Eclipse_PDE_UI",0.0751,0.0877
"160","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","UOS",0.3819,"Equinox_Framework",0.3526,0.0293
"161","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","UOS",0.1247,"Lucene",0.0029,0.1218
"162","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","UOS",0.1919,"Mylyn",0.0139,0.178
"163","ant-1.3",20,125,5.25,"M&H IR","CK","C4.5","Y","SMOTE",0.3128,"ant-1.3",-0.0098,0.3226
"164","ant-1.4",40,178,3.45,"Low IR","CK","C4.5","Y","SMOTE",0.0551,"ant-1.4",0,0.0551
"165","ant-1.5",32,293,8.15625,"M&H IR","CK","C4.5","Y","SMOTE",0.3588,"ant-1.5",0.3255,0.0333
"166","ant-1.6",92,351,2.81521739130435,"Low IR","CK","C4.5","Y","SMOTE",0.4625,"ant-1.6",0.4712,-0.00869999999999999
"167","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","C4.5","Y","SMOTE",0.058,"camel-1.0",0,0.058
"168","camel-1.2",216,608,1.81481481481481,"Low IR","CK","C4.5","Y","SMOTE",0.0289,"camel-1.2",0.0254,0.0035
"169","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","C4.5","Y","SMOTE",0.2001,"camel-1.4",0.0968,0.1033
"170","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","C4.5","Y","SMOTE",0.1657,"camel-1.6",0.105,0.0607
"171","ivy-2.0",40,352,7.8,"M&H IR","CK","C4.5","Y","SMOTE",0.2833,"ivy-2.0",0.0938,0.1895
"172","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","C4.5","Y","SMOTE",0.4066,"jedit-3.2",0.4465,-0.0399
"173","jedit-4.0",75,306,3.08,"Low IR","CK","C4.5","Y","SMOTE",0.3666,"jedit-4.0",0.3875,-0.0209
"174","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","C4.5","Y","SMOTE",0.389,"jedit-4.1",0.4463,-0.0573
"175","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","C4.5","Y","SMOTE",0.2941,"jedit-4.2",0.0516,0.2425
"176","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","C4.5","Y","SMOTE",0.2007,"jedit-4.3",0,0.2007
"177","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","C4.5","Y","SMOTE",0.42,"log4j-1.0",0.4226,-0.00259999999999999
"178","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","C4.5","Y","SMOTE",0.2466,"poi-2.0",0.0231,0.2235
"179","synapse-1.0",16,157,8.8125,"M&H IR","CK","C4.5","Y","SMOTE",0.2283,"synapse-1.0",0.0136,0.2147
"180","synapse-1.1",60,222,2.7,"Low IR","CK","C4.5","Y","SMOTE",0.3648,"synapse-1.1",0.3822,-0.0174
"181","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","C4.5","Y","SMOTE",0.4273,"synapse-1.2",0.462,-0.0347
"182","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","C4.5","Y","SMOTE",0.2164,"velocity-1.6",0.2073,0.0091
"183","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","C4.5","Y","SMOTE",0.2847,"xerces-1.2",-0.0046,0.2893
"184","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","C4.5","Y","SMOTE",0.3201,"xerces-1.3",0.3433,-0.0232
"185","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","C4.5","Y","SMOTE",0.381,"Eclipse_JDT_Core",0.4041,-0.0231
"186","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","C4.5","Y","SMOTE",0.1772,"Eclipse_PDE_UI",0.0751,0.1021
"187","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","C4.5","Y","SMOTE",0.379,"Equinox_Framework",0.3526,0.0264
"188","Lucene",64,691,9.796875,"M&H IR","CK","C4.5","Y","SMOTE",0.1568,"Lucene",0.0029,0.1539
"189","Mylyn",245,1862,6.6,"M&H IR","CK","C4.5","Y","SMOTE",0.1553,"Mylyn",0.0139,0.1414
