Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,Metrics,Classifier,ImbLearner,ImbLearnerType,AUC,MCC
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,Bag,0.5728 ,0.1135 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,Bst,0.8087 ,0.3982 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,Bst,0.7782 ,0.3760 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,Bst,0.8176 ,0.3893 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,Bst,0.7942 ,0.3368 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,Bst,0.8327 ,0.4621 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,Bst,0.8087 ,0.4057 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,Bst,0.8206 ,0.3720 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,COS,0.7921 ,0.4620 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,COS,0.8056 ,0.4354 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,COS,0.8223 ,0.4610 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,COS,0.7966 ,0.4334 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,COS,0.8303 ,0.4592 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,COS,0.7632 ,0.4652 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,COS,0.5215 ,0.1264 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,EM1v1,0.8374 ,0.4678 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,EM1v1,0.8419 ,0.4513 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,EM1v1,0.8385 ,0.4757 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,EM1v1,0.8143 ,0.4412 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,EM1v1,0.8630 ,0.4821 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,EM1v1,0.8184 ,0.4654 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,EM1v1,0.7653 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,N,none,0.7493 ,0.4161 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,N,none,0.7987 ,0.4057 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,N,none,0.8292 ,0.3825 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,N,none,0.8139 ,0.3623 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,N,none,0.8253 ,0.4185 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,N,none,0.6840 ,0.4007 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,N,none,0.5132 ,0.0873 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,OBag,0.8346 ,0.4681 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,OBag,0.8278 ,0.4125 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,OBag,0.8396 ,0.4788 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,OBag,0.8129 ,0.4514 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,OBag,0.8635 ,0.4647 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,OBag,0.8576 ,0.4801 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,OBag,0.7653 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,OBst,0.8044 ,0.3975 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,OBst,0.7875 ,0.3522 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,OBst,0.8185 ,0.4416 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,OBst,0.7888 ,0.3748 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,OBst,0.8295 ,0.4380 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,OBst,0.8225 ,0.4284 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,OBst,0.8144 ,0.4138 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,OS,0.6962 ,0.3831 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,OS,0.7875 ,0.3780 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,OS,0.8327 ,0.4690 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,OS,0.8083 ,0.4421 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,OS,0.8308 ,0.4614 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,OS,0.7350 ,0.4210 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,OS,0.7654 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,SBag,0.8541 ,0.4942 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,SBag,0.8392 ,0.4708 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,SBag,0.8309 ,0.4538 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,SBag,0.8155 ,0.4509 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,SBag,0.8709 ,0.4889 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,SBag,0.8568 ,0.5058 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,SBag,0.7654 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,SBst,0.8405 ,0.4978 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,SBst,0.8189 ,0.4423 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,SBst,0.8131 ,0.4445 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,SBst,0.8103 ,0.4375 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,SBst,0.8641 ,0.5133 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,SBst,0.8316 ,0.5063 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,SBst,0.7661 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,SMOTE,0.7605 ,0.4550 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,SMOTE,0.7863 ,0.4116 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,SMOTE,0.8100 ,0.4332 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,SMOTE,0.8131 ,0.4207 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,SMOTE,0.8477 ,0.5037 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,SMOTE,0.7488 ,0.4829 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,SMOTE,0.7654 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,UBag,0.8515 ,0.4721 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,UBag,0.8453 ,0.4526 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,UBag,0.8443 ,0.4841 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,UBag,0.8141 ,0.4393 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,UBag,0.8652 ,0.4961 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,UBag,0.8542 ,0.4768 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,UBag,0.7685 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,UBst,0.8253 ,0.4482 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,UBst,0.8296 ,0.4401 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,UBst,0.8289 ,0.4489 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,UBst,0.8089 ,0.4225 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,UBst,0.8494 ,0.4513 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,UBst,0.8131 ,0.4578 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,UBst,0.7653 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,UOBag,0.8511 ,0.4845 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,UOBag,0.8440 ,0.4512 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,UOBag,0.8432 ,0.4795 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,UOBag,0.8141 ,0.4515 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,UOBag,0.8669 ,0.5012 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,UOBag,0.8647 ,0.4983 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,UOBag,0.7676 ,0.4407 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,UOBst,0.7958 ,0.3854 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,UOBst,0.8032 ,0.3839 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,UOBst,0.8178 ,0.4373 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,UOBst,0.7887 ,0.3821 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,UOBst,0.8230 ,0.4405 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,UOBst,0.8036 ,0.4074 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,UOBst,0.8144 ,0.4245 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,UOS,0.7099 ,0.3766 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,UOS,0.7835 ,0.3571 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,UOS,0.8266 ,0.4585 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,UOS,0.8064 ,0.4363 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,UOS,0.8306 ,0.4466 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,UOS,0.7355 ,0.3929 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,UOS,0.7654 ,0.4408 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,C4.5,Y,US,0.7533 ,0.4225 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,IBk,Y,US,0.7944 ,0.3928 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,LR,Y,US,0.8272 ,0.4514 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,NB,Y,US,0.8086 ,0.3872 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,RF,Y,US,0.8309 ,0.4196 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,Ripper,Y,US,0.7782 ,0.4550 
camel-1.6,188,965,0.194818653,4.132978723,CK+NET+PROC,SVM,Y,US,0.7652 ,0.4404 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,Bag,0.8369 ,0.4921 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,Bag,0.8293 ,0.4589 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,Bag,0.8081 ,0.4466 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,Bag,0.7994 ,0.4617 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,Bag,0.8668 ,0.5047 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,Bag,0.8249 ,0.4779 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,Bag,0.6533 ,0.3583 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,Bst,0.8137 ,0.4543 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,Bst,0.7826 ,0.4047 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,Bst,0.7768 ,0.4363 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,Bst,0.7780 ,0.4513 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,Bst,0.8326 ,0.5010 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,Bst,0.8010 ,0.4367 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,Bst,0.7839 ,0.3811 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,COS,0.7416 ,0.4480 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,COS,0.8001 ,0.4307 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,COS,0.7975 ,0.4432 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,COS,0.7864 ,0.4611 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,COS,0.8257 ,0.4865 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,COS,0.7431 ,0.4599 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,COS,0.5786 ,0.3022 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,EM1v1,0.8072 ,0.4531 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,EM1v1,0.8261 ,0.4474 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,EM1v1,0.8137 ,0.4615 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,EM1v1,0.8039 ,0.4695 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,EM1v1,0.8568 ,0.4929 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,EM1v1,0.8343 ,0.4541 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,EM1v1,0.7446 ,0.4473 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,N,none,0.7259 ,0.4124 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,N,none,0.7806 ,0.4323 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,N,none,0.8002 ,0.4399 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,N,none,0.8003 ,0.4449 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,N,none,0.8179 ,0.4616 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,N,none,0.6887 ,0.4311 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,N,none,0.5906 ,0.3362 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,OBag,0.8262 ,0.4793 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,OBag,0.8172 ,0.4141 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,OBag,0.8143 ,0.4430 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,OBag,0.8018 ,0.4611 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,OBag,0.8711 ,0.5012 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,OBag,0.8481 ,0.4944 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,OBag,0.7685 ,0.4452 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,OBst,0.8118 ,0.4366 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,OBst,0.7862 ,0.3855 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,OBst,0.7900 ,0.4356 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,OBst,0.7675 ,0.4604 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,OBst,0.8295 ,0.5011 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,OBst,0.8184 ,0.4502 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,OBst,0.7732 ,0.4413 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,OS,0.6882 ,0.3695 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,OS,0.7646 ,0.3390 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,OS,0.8064 ,0.4243 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,OS,0.8019 ,0.4639 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,OS,0.8366 ,0.4912 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,OS,0.7190 ,0.3971 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,OS,0.7388 ,0.4435 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,SBag,0.8361 ,0.4889 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,SBag,0.8286 ,0.4465 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,SBag,0.8115 ,0.4330 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,SBag,0.7965 ,0.4725 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,SBag,0.8682 ,0.5051 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,SBag,0.8464 ,0.5025 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,SBag,0.7781 ,0.4491 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,SMOTE,0.7118 ,0.3789 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,SMOTE,0.7756 ,0.3781 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,SMOTE,0.7918 ,0.4080 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,SMOTE,0.7854 ,0.4328 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,SMOTE,0.8245 ,0.4445 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,SMOTE,0.7394 ,0.4043 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,SMOTE,0.7312 ,0.4285 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,UBag,0.8336 ,0.4718 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,UBag,0.8300 ,0.4322 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,UBag,0.8172 ,0.4485 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,UBag,0.8012 ,0.4767 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,UBag,0.8596 ,0.5010 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,UBag,0.8501 ,0.4605 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,UBag,0.7811 ,0.4296 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,UOBag,0.8383 ,0.4874 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,UOBag,0.8311 ,0.4329 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,UOBag,0.8173 ,0.4508 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,UOBag,0.7993 ,0.4748 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,UOBag,0.8652 ,0.5230 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,UOBag,0.8551 ,0.4953 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,UOBag,0.7773 ,0.4407 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,UOBst,0.8047 ,0.4359 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,UOBst,0.7938 ,0.3730 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,UOBst,0.7865 ,0.4260 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,UOBst,0.7742 ,0.4612 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,UOBst,0.8289 ,0.4897 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,UOBst,0.8073 ,0.4371 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,UOBst,0.7649 ,0.4265 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,UOS,0.6834 ,0.3463 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,UOS,0.7680 ,0.3352 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,UOS,0.7989 ,0.4178 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,UOS,0.7998 ,0.4621 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,UOS,0.8374 ,0.4590 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,UOS,0.7269 ,0.3796 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,UOS,0.7345 ,0.4266 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,C4.5,Y,US,0.7187 ,0.3760 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,IBk,Y,US,0.7880 ,0.3718 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,LR,Y,US,0.8000 ,0.4298 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,NB,Y,US,0.8006 ,0.4543 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,RF,Y,US,0.8272 ,0.4159 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,Ripper,Y,US,0.7459 ,0.4028 
Eclipse_JDT_Core,206,997,0.20661986,3.839805825,CK+NET+PROC,SVM,Y,US,0.7318 ,0.4241 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,C4.5,Y,Bag,0.7426 ,0.2314 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,IBk,Y,Bag,0.7760 ,0.1986 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,LR,Y,Bag,0.7564 ,0.2303 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,NB,Y,Bag,0.7185 ,0.2480 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,RF,Y,Bag,0.7867 ,0.2046 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,Ripper,Y,Bag,0.7115 ,0.1601 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,SVM,Y,Bag,0.5129 ,0.0178 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,C4.5,Y,Bst,0.7121 ,0.2104 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,IBk,Y,Bst,0.7110 ,0.2285 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,LR,Y,Bst,0.7165 ,0.2257 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,NB,Y,Bst,0.6499 ,0.2343 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,RF,Y,Bst,0.7350 ,0.2662 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,Ripper,Y,Bst,0.7113 ,0.2101 
Eclipse_PDE_UI,209,1497,0.139612558,6.162679426,CK+NET+PROC,SVM,Y,Bst,0.7417 ,0.2273 
