"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","US",0.7106,0.3138,"M&H IR","ivy-2.0",0.0175,0.2963
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","US",0.823,0.6146,"Low IR","jedit-3.2",0.6196,-0.005
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","US",0.7224,0.3926,"Low IR","jedit-4.0",0.2448,0.1478
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","US",0.7395,0.4228,"Low IR","jedit-4.1",0.3628,0.06
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","US",0.7321,0.3458,"M&H IR","jedit-4.2",0.1283,0.2175
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","US",0.6644,0.1124,"M&H IR","jedit-4.3",0,0.1124
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","US",0.7242,0.4217,"Low IR","log4j-1.0",0.382,0.0397
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","US",0.6551,0.2198,"M&H IR","Lucene",0.1082,0.1116
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","US",0.6376,0.2093,"M&H IR","Mylyn",0.0306,0.1787
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","US",0.6048,0.1577,"M&H IR","poi-2.0",0.0141,0.1436
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","US",0.667,0.2684,"M&H IR","synapse-1.0",0,0.2684
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","US",0.6738,0.3225,"Low IR","synapse-1.1",0.0137,0.3088
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","US",0.6759,0.3563,"Low IR","synapse-1.2",0.3762,-0.0199
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","US",0.6661,0.3279,"Low IR","velocity-1.6",0.2777,0.0502
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","US",0.7802,0.5014,"M&H IR","xerces-1.2",0.4032,0.0982
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","US",0.6694,0.2543,"M&H IR","xerces-1.3",0.0488,0.2055
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","OS",0.7513,0.4526,"M&H IR","ant-1.3",-0.0172,0.4698
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","OS",0.7417,0.4149,"Low IR","ant-1.4",0.0398,0.3751
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","OS",0.7387,0.3519,"M&H IR","ant-1.5",0,0.3519
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","OS",0.7544,0.4991,"Low IR","ant-1.6",0.295,0.2041
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","OS",0.6189,0.1064,"M&H IR","camel-1.0",-0.0024,0.1088
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","OS",0.7126,0.4217,"Low IR","camel-1.2",0.4215,0.000200000000000033
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","OS",0.7102,0.3289,"M&H IR","camel-1.4",0.0771,0.2518
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","OS",0.7654,0.4407,"M&H IR","camel-1.6",0.0873,0.3534
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","OS",0.7286,0.4224,"Low IR","Eclipse_JDT_Core",0.2984,0.124
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","OS",0.6562,0.242,"M&H IR","Eclipse_PDE_UI",-0.0027,0.2447
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","OS",0.7006,0.4019,"Low IR","Equinox_Framework",0.3844,0.0175
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","OS",0.7053,0.31,"M&H IR","ivy-2.0",0.0175,0.2925
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","OS",0.823,0.6148,"Low IR","jedit-3.2",0.6196,-0.00480000000000003
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","OS",0.7304,0.4026,"Low IR","jedit-4.0",0.2448,0.1578
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","OS",0.7326,0.4096,"Low IR","jedit-4.1",0.3628,0.0468
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","OS",0.7866,0.4249,"M&H IR","jedit-4.2",0.1283,0.2966
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","OS",0.7526,0.1718,"M&H IR","jedit-4.3",0,0.1718
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","OS",0.7452,0.4685,"Low IR","log4j-1.0",0.382,0.0865
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","OS",0.678,0.2566,"M&H IR","Lucene",0.1082,0.1484
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","OS",0.6352,0.2066,"M&H IR","Mylyn",0.0306,0.176
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","OS",0.6341,0.1834,"M&H IR","poi-2.0",0.0141,0.1693
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","OS",0.6948,0.2948,"M&H IR","synapse-1.0",0,0.2948
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","OS",0.7012,0.3709,"Low IR","synapse-1.1",0.0137,0.3572
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","OS",0.6896,0.3785,"Low IR","synapse-1.2",0.3762,0.00230000000000002
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","OS",0.6729,0.3364,"Low IR","velocity-1.6",0.2777,0.0587
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","OS",0.81,0.5324,"M&H IR","xerces-1.2",0.4032,0.1292
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","OS",0.6848,0.288,"M&H IR","xerces-1.3",0.0488,0.2392
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","UOS",0.7095,0.3603,"M&H IR","ant-1.3",-0.0172,0.3775
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","UOS",0.7245,0.389,"Low IR","ant-1.4",0.0398,0.3492
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","UOS",0.7262,0.335,"M&H IR","ant-1.5",0,0.335
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","UOS",0.7498,0.4923,"Low IR","ant-1.6",0.295,0.1973
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","UOS",0.6417,0.1283,"M&H IR","camel-1.0",-0.0024,0.1307
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","UOS",0.7121,0.4207,"Low IR","camel-1.2",0.4215,-0.000799999999999967
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","UOS",0.711,0.3297,"M&H IR","camel-1.4",0.0771,0.2526
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","UOS",0.7655,0.441,"M&H IR","camel-1.6",0.0873,0.3537
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","UOS",0.7218,0.4017,"Low IR","Eclipse_JDT_Core",0.2984,0.1033
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","UOS",0.647,0.2328,"M&H IR","Eclipse_PDE_UI",-0.0027,0.2355
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","UOS",0.6919,0.3839,"Low IR","Equinox_Framework",0.3844,-5e-04
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","UOS",0.7237,0.3336,"M&H IR","ivy-2.0",0.0175,0.3161
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","UOS",0.8226,0.615,"Low IR","jedit-3.2",0.6196,-0.00460000000000005
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","UOS",0.7366,0.415,"Low IR","jedit-4.0",0.2448,0.1702
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","UOS",0.7394,0.4231,"Low IR","jedit-4.1",0.3628,0.0603
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","UOS",0.7599,0.387,"M&H IR","jedit-4.2",0.1283,0.2587
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","UOS",0.7606,0.1703,"M&H IR","jedit-4.3",0,0.1703
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","UOS",0.7354,0.4635,"Low IR","log4j-1.0",0.382,0.0815
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","UOS",0.6567,0.2169,"M&H IR","Lucene",0.1082,0.1087
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","UOS",0.6315,0.2013,"M&H IR","Mylyn",0.0306,0.1707
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","UOS",0.6403,0.2,"M&H IR","poi-2.0",0.0141,0.1859
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","UOS",0.6691,0.2421,"M&H IR","synapse-1.0",0,0.2421
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","UOS",0.6963,0.3764,"Low IR","synapse-1.1",0.0137,0.3627
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","UOS",0.6637,0.3375,"Low IR","synapse-1.2",0.3762,-0.0387
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","UOS",0.6671,0.3329,"Low IR","velocity-1.6",0.2777,0.0552
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","UOS",0.7968,0.5115,"M&H IR","xerces-1.2",0.4032,0.1083
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","UOS",0.6716,0.2703,"M&H IR","xerces-1.3",0.0488,0.2215
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","SMOTE",0.7705,0.4783,"M&H IR","ant-1.3",-0.0172,0.4955
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","SMOTE",0.7503,0.4297,"Low IR","ant-1.4",0.0398,0.3899
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","SMOTE",0.7338,0.3378,"M&H IR","ant-1.5",0,0.3378
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","SMOTE",0.7663,0.5121,"Low IR","ant-1.6",0.295,0.2171
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","SMOTE",0.59,0.0766,"M&H IR","camel-1.0",-0.0024,0.079
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","SMOTE",0.7127,0.4219,"Low IR","camel-1.2",0.4215,0.000400000000000011
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","SMOTE",0.7092,0.3272,"M&H IR","camel-1.4",0.0771,0.2501
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","SMOTE",0.7654,0.4407,"M&H IR","camel-1.6",0.0873,0.3534
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","SMOTE",0.7195,0.4292,"Low IR","Eclipse_JDT_Core",0.2984,0.1308
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","SMOTE",0.6446,0.235,"M&H IR","Eclipse_PDE_UI",-0.0027,0.2377
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","SMOTE",0.7017,0.4027,"Low IR","Equinox_Framework",0.3844,0.0183
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","SMOTE",0.7087,0.3277,"M&H IR","ivy-2.0",0.0175,0.3102
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","SMOTE",0.8233,0.615,"Low IR","jedit-3.2",0.6196,-0.00460000000000005
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","SMOTE",0.7354,0.4116,"Low IR","jedit-4.0",0.2448,0.1668
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","SMOTE",0.7494,0.4403,"Low IR","jedit-4.1",0.3628,0.0775
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","SMOTE",0.788,0.4282,"M&H IR","jedit-4.2",0.1283,0.2999
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","SMOTE",0.7369,0.1541,"M&H IR","jedit-4.3",0,0.1541
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","SMOTE",0.7424,0.46,"Low IR","log4j-1.0",0.382,0.078
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","SMOTE",0.6306,0.1726,"M&H IR","Lucene",0.1082,0.0644
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","SMOTE",0.6401,0.2431,"M&H IR","Mylyn",0.0306,0.2125
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","SMOTE",0.6469,0.2037,"M&H IR","poi-2.0",0.0141,0.1896
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","SMOTE",0.6908,0.2904,"M&H IR","synapse-1.0",0,0.2904
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","SMOTE",0.6892,0.3528,"Low IR","synapse-1.1",0.0137,0.3391
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","SMOTE",0.7038,0.4084,"Low IR","synapse-1.2",0.3762,0.0322
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","SMOTE",0.6598,0.3173,"Low IR","velocity-1.6",0.2777,0.0396
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","SMOTE",0.7826,0.5023,"M&H IR","xerces-1.2",0.4032,0.0991
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","SMOTE",0.6787,0.2804,"M&H IR","xerces-1.3",0.0488,0.2316
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","COS",0.5152,0.0368,"M&H IR","ant-1.3",-0.0172,0.054
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","COS",0.517,0.0535,"Low IR","ant-1.4",0.0398,0.0137
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","COS",0.4998,-6e-04,"M&H IR","ant-1.5",0,-6e-04
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","COS",0.6027,0.2887,"Low IR","ant-1.6",0.295,-0.00629999999999997
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","COS",0.5446,0.0838,"M&H IR","camel-1.0",-0.0024,0.0862
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","COS",0.7127,0.4219,"Low IR","camel-1.2",0.4215,0.000400000000000011
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","COS",0.512,0.0761,"M&H IR","camel-1.4",0.0771,-0.001
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","COS",0.5172,0.1074,"M&H IR","camel-1.6",0.0873,0.0201
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","COS",0.5528,0.2411,"Low IR","Eclipse_JDT_Core",0.2984,-0.0573
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","COS",0.5022,0.0163,"M&H IR","Eclipse_PDE_UI",-0.0027,0.019
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","COS",0.6803,0.3641,"Low IR","Equinox_Framework",0.3844,-0.0203
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","COS",0.5466,0.1469,"M&H IR","ivy-2.0",0.0175,0.1294
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","COS",0.8209,0.6129,"Low IR","jedit-3.2",0.6196,-0.00670000000000004
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","COS",0.5756,0.2501,"Low IR","jedit-4.0",0.2448,0.0053
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","COS",0.606,0.3291,"Low IR","jedit-4.1",0.3628,-0.0337
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","COS",0.5541,0.1813,"M&H IR","jedit-4.2",0.1283,0.053
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","COS",0.4992,-0.0014,"M&H IR","jedit-4.3",0,-0.0014
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","COS",0.6535,0.4012,"Low IR","log4j-1.0",0.382,0.0192
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","COS",0.5227,0.1072,"M&H IR","Lucene",0.1082,-0.001
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","COS",0.5056,0.0464,"M&H IR","Mylyn",0.0306,0.0158
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","COS",0.5129,0.0411,"M&H IR","poi-2.0",0.0141,0.027
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","COS",0.5014,0.0032,"M&H IR","synapse-1.0",0,0.0032
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","COS",0.5547,0.1802,"Low IR","synapse-1.1",0.0137,0.1665
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","COS",0.6348,0.3443,"Low IR","synapse-1.2",0.3762,-0.0319
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","COS",0.5649,0.2109,"Low IR","velocity-1.6",0.2777,-0.0668
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","COS",0.6079,0.3808,"M&H IR","xerces-1.2",0.4032,-0.0224
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","COS",0.5303,0.126,"M&H IR","xerces-1.3",0.0488,0.0772
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","EM1v1",0.802,0.3818,"M&H IR","ant-1.3",-0.0172,0.399
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","EM1v1",0.7616,0.4016,"Low IR","ant-1.4",0.0398,0.3618
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","EM1v1",0.7893,0.3103,"M&H IR","ant-1.5",0,0.3103
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","EM1v1",0.7379,0.4709,"Low IR","ant-1.6",0.295,0.1759
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","EM1v1",0.7213,0.1734,"M&H IR","camel-1.0",-0.0024,0.1758
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","EM1v1",0.7125,0.4215,"Low IR","camel-1.2",0.4215,0
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","EM1v1",0.7137,0.33,"M&H IR","camel-1.4",0.0771,0.2529
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","EM1v1",0.7653,0.4407,"M&H IR","camel-1.6",0.0873,0.3534
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","EM1v1",0.7312,0.426,"Low IR","Eclipse_JDT_Core",0.2984,0.1276
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","EM1v1",0.6804,0.2151,"M&H IR","Eclipse_PDE_UI",-0.0027,0.2178
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","EM1v1",0.6901,0.3853,"Low IR","Equinox_Framework",0.3844,0.000899999999999956
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","EM1v1",0.7525,0.3405,"M&H IR","ivy-2.0",0.0175,0.323
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","EM1v1",0.8316,0.6132,"Low IR","jedit-3.2",0.6196,-0.00640000000000007
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","EM1v1",0.7801,0.4242,"Low IR","jedit-4.0",0.2448,0.1794
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","EM1v1",0.7578,0.4113,"Low IR","jedit-4.1",0.3628,0.0485
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","EM1v1",0.8319,0.4169,"M&H IR","jedit-4.2",0.1283,0.2886
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","EM1v1",0.8481,0.1797,"M&H IR","jedit-4.3",0,0.1797
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","EM1v1",0.7705,0.4729,"Low IR","log4j-1.0",0.382,0.0909
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","EM1v1",0.725,0.2718,"M&H IR","Lucene",0.1082,0.1636
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","EM1v1",0.6769,0.2463,"M&H IR","Mylyn",0.0306,0.2157
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","EM1v1",0.7041,0.1878,"M&H IR","poi-2.0",0.0141,0.1737
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","EM1v1",0.7247,0.3067,"M&H IR","synapse-1.0",0,0.3067
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","EM1v1",0.7019,0.3623,"Low IR","synapse-1.1",0.0137,0.3486
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","EM1v1",0.6574,0.3782,"Low IR","synapse-1.2",0.3762,0.002
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","EM1v1",0.5887,0.2784,"Low IR","velocity-1.6",0.2777,0.000699999999999978
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","EM1v1",0.7979,0.5336,"M&H IR","xerces-1.2",0.4032,0.1304
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","EM1v1",0.7478,0.3019,"M&H IR","xerces-1.3",0.0488,0.2531
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","UBag",0.8079,0.3735,"M&H IR","ant-1.3",-0.0172,0.3907
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","UBag",0.7827,0.4041,"Low IR","ant-1.4",0.0398,0.3643
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","UBag",0.8035,0.3294,"M&H IR","ant-1.5",0,0.3294
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","UBag",0.8242,0.4999,"Low IR","ant-1.6",0.295,0.2049
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","UBag",0.6903,0.1234,"M&H IR","camel-1.0",-0.0024,0.1258
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","UBag",0.7142,0.4219,"Low IR","camel-1.2",0.4215,0.000400000000000011
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","UBag",0.7342,0.3279,"M&H IR","camel-1.4",0.0771,0.2508
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","UBag",0.7682,0.4407,"M&H IR","camel-1.6",0.0873,0.3534
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","UBag",0.7705,0.4164,"Low IR","Eclipse_JDT_Core",0.2984,0.118
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","UBag",0.6988,0.2163,"M&H IR","Eclipse_PDE_UI",-0.0027,0.219
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","UBag",0.7721,0.4058,"Low IR","Equinox_Framework",0.3844,0.0214
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","UBag",0.782,0.3199,"M&H IR","ivy-2.0",0.0175,0.3024
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","UBag",0.8499,0.6244,"Low IR","jedit-3.2",0.6196,0.00479999999999992
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","UBag",0.8024,0.4201,"Low IR","jedit-4.0",0.2448,0.1753
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","UBag",0.812,0.4206,"Low IR","jedit-4.1",0.3628,0.0578
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","UBag",0.8314,0.4027,"M&H IR","jedit-4.2",0.1283,0.2744
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","UBag",0.8289,0.1627,"M&H IR","jedit-4.3",0,0.1627
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","UBag",0.8215,0.505,"Low IR","log4j-1.0",0.382,0.123
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","UBag",0.7131,0.2501,"M&H IR","Lucene",0.1082,0.1419
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","UBag",0.6929,0.2336,"M&H IR","Mylyn",0.0306,0.203
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","UBag",0.7146,0.185,"M&H IR","poi-2.0",0.0141,0.1709
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","UBag",0.7203,0.2608,"M&H IR","synapse-1.0",0,0.2608
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","UBag",0.769,0.3779,"Low IR","synapse-1.1",0.0137,0.3642
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","UBag",0.7599,0.3883,"Low IR","synapse-1.2",0.3762,0.0121
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","UBag",0.7502,0.3278,"Low IR","velocity-1.6",0.2777,0.0501
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","UBag",0.8202,0.5094,"M&H IR","xerces-1.2",0.4032,0.1062
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","UBag",0.7738,0.292,"M&H IR","xerces-1.3",0.0488,0.2432
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","OBag",0.823,0.4782,"M&H IR","ant-1.3",-0.0172,0.4954
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","OBag",0.781,0.4204,"Low IR","ant-1.4",0.0398,0.3806
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","OBag",0.7807,0.3707,"M&H IR","ant-1.5",0,0.3707
