Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,ImbGroup,Metrics,Classifier,ImbLearner,ImbLearnerType,Gmean,AUC,Bal,F1,Recall,MCC,SLoe
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,OBag,0.7318,0.7884,0.7197,0.6093,0.6767,0.4644,0.5641
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,OBag,0.4951,0.7253,0.5955,0.1795,0.51,0.1747,0.418
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,OBag,0.5816,0.6058,0.5755,0.4778,0.4678,0.2085,0.2358
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,OBag,0.6258,0.6949,0.6176,0.3896,0.5135,0.244,0.3327
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,OBag,0.4932,0.5568,0.4939,0.2907,0.317,0.1075,0.1251
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,OBag,0.6921,0.8186,0.6903,0.4358,0.6125,0.366,0.5236
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,OBag,0.5654,0.7803,0.5606,0.4645,0.4067,0.2977,0.4106
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,OBag,0.7115,0.8482,0.6939,0.5882,0.6043,0.4653,0.5453
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,OBag,0.7288,0.8379,0.7182,0.5956,0.6841,0.4504,0.5606
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,OBag,0.748,0.8707,0.7332,0.5308,0.668,0.4646,0.6048
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,OBag,0.5825,0.8351,0.6566,0.1268,0.64,0.1662,0.569
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,OBag,0.7221,0.8511,0.7032,0.6059,0.65,0.4904,0.6226
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,OBag,0.5726,0.6644,0.5834,0.3516,0.4375,0.2599,0.3465
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,OBag,0.6733,0.7772,0.6953,0.3922,0.7,0.3502,0.6186
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,OBag,0.5107,0.532,0.5218,0.3621,0.4317,0.0848,0.1109
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,OBag,0.6367,0.7134,0.6305,0.539,0.5719,0.3003,0.3566
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,OBag,0.6739,0.7813,0.6574,0.5901,0.5593,0.4133,0.5008
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,OBag,0.5434,0.6545,0.5379,0.3626,0.3591,0.2586,0.314
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,OBag,0.5959,0.6888,0.5884,0.3805,0.4476,0.2662,0.3416
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,OBag,0.7142,0.7665,0.699,0.5528,0.6064,0.4289,0.4878
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,OBag,0.6631,0.7259,0.6551,0.3908,0.5681,0.2765,0.4139
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,OBag,0.7408,0.819,0.7303,0.6947,0.6986,0.5033,0.5804
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,OBag,0.7062,0.7608,0.6932,0.4123,0.5981,0.357,0.5166
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,OBag,0.5546,0.6111,0.5367,0.322,0.359,0.2105,0.2407
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,UOBag,0.6268,0.6977,0.6409,0.4317,0.605,0.3173,0.4736
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,UOBag,0.5722,0.6403,0.5781,0.4113,0.615,0.2025,0.3355
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,UOBag,0.7264,0.7979,0.715,0.4244,0.695,0.3654,0.6015
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,UOBag,0.7362,0.7917,0.7257,0.611,0.6907,0.4648,0.5704
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,UOBag,0.5241,0.774,0.6101,0.1791,0.545,0.1792,0.4498
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,UOBag,0.5713,0.6066,0.5661,0.4684,0.4686,0.1877,0.2193
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,UOBag,0.6351,0.6983,0.6294,0.3914,0.5455,0.2441,0.3546
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,UOBag,0.5022,0.5595,0.5011,0.2967,0.3293,0.1095,0.1263
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,UOBag,0.7115,0.8324,0.7033,0.4438,0.6375,0.377,0.5526
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,UOBag,0.6716,0.7909,0.6605,0.5853,0.5656,0.4136,0.4942
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,UOBag,0.7443,0.8522,0.7305,0.6165,0.6775,0.4924,0.5891
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,UOBag,0.7374,0.8399,0.7267,0.6026,0.7005,0.46,0.5789
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,UOBag,0.7467,0.8747,0.7323,0.5199,0.6735,0.4529,0.6071
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,UOBag,0.5236,0.8397,0.6205,0.1199,0.575,0.1493,0.4955
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,UOBag,0.7422,0.8663,0.7226,0.6279,0.6942,0.5124,0.6476
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,UOBag,0.565,0.6579,0.5776,0.3175,0.4425,0.2128,0.3045
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,UOBag,0.7022,0.7754,0.7115,0.4134,0.735,0.371,0.6545
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,UOBag,0.5103,0.5344,0.525,0.3674,0.4433,0.0908,0.1197
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,UOBag,0.6481,0.7174,0.6422,0.5541,0.6043,0.3116,0.373
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,UOBag,0.6837,0.7792,0.6689,0.6011,0.5889,0.4185,0.505
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,UOBag,0.576,0.6478,0.5685,0.3855,0.4082,0.2742,0.3312
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,UOBag,0.641,0.6966,0.6308,0.4113,0.5243,0.2969,0.3994
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,UOBag,0.7152,0.7701,0.7006,0.5528,0.6092,0.4281,0.4875
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,UOBag,0.6639,0.726,0.656,0.3909,0.57,0.2767,0.4155
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,UOBag,0.7378,0.817,0.728,0.691,0.6986,0.495,0.5682
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,UOBag,0.7016,0.7603,0.6903,0.4037,0.5952,0.3473,0.5103
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,UOBag,0.5678,0.6226,0.5518,0.3223,0.3859,0.2058,0.2509
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,SBag,0.6274,0.682,0.6449,0.448,0.59,0.3427,0.4885
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,SBag,0.5752,0.64,0.576,0.4147,0.52,0.214,0.2683
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,SBag,0.7186,0.7918,0.7103,0.4241,0.6808,0.3632,0.5871
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,SBag,0.7237,0.7872,0.7124,0.5991,0.6612,0.4509,0.5401
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,SBag,0.5094,0.7664,0.6039,0.1826,0.525,0.181,0.4375
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,SBag,0.5788,0.6129,0.5726,0.4745,0.464,0.2052,0.2342
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,SBag,0.6335,0.6993,0.6236,0.4019,0.5174,0.261,0.346
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,SBag,0.4945,0.558,0.4943,0.2912,0.317,0.106,0.1195
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,SBag,0.6887,0.8182,0.6843,0.4239,0.605,0.3524,0.5131
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,SBag,0.5605,0.7787,0.5566,0.4585,0.4011,0.2934,0.4108
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,SBag,0.7202,0.8508,0.7036,0.5973,0.6209,0.4754,0.555
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,SBag,0.7173,0.8367,0.7068,0.5836,0.6516,0.4357,0.5256
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,SBag,0.7426,0.8671,0.7269,0.5259,0.658,0.4588,0.5939
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,SBag,0.5493,0.8407,0.6362,0.1207,0.605,0.1553,0.5325
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,SBag,0.7357,0.8676,0.7167,0.625,0.6625,0.5186,0.6452
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,SBag,0.5647,0.6521,0.5766,0.3334,0.4325,0.2353,0.3204
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,SBag,0.706,0.7754,0.7205,0.4278,0.73,0.386,0.6495
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,SBag,0.4441,0.5107,0.4678,0.3006,0.3167,0.0393,0.06
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,SBag,0.6423,0.7143,0.6363,0.5468,0.5957,0.3053,0.374
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,SBag,0.6796,0.7761,0.6623,0.5976,0.5659,0.4239,0.5158
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,SBag,0.5594,0.655,0.552,0.3787,0.3804,0.2764,0.3356
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,SBag,0.6223,0.6928,0.6139,0.3968,0.4907,0.2771,0.3585
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,SBag,0.7151,0.7669,0.6995,0.5559,0.6048,0.4337,0.4887
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,SBag,0.6533,0.725,0.6437,0.386,0.5447,0.2703,0.3925
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,SBag,0.7357,0.8189,0.7246,0.6871,0.6813,0.4967,0.5748
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,SBag,0.7031,0.7574,0.6928,0.4135,0.5957,0.3584,0.5155
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,SBag,0.5584,0.6599,0.5408,0.3221,0.3662,0.2094,0.2447
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,UBst,0.628,0.702,0.6441,0.4468,0.63,0.3237,0.418
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,UBst,0.4761,0.5146,0.4858,0.3407,0.54,0.0513,0.0418
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,UBst,0.7057,0.798,0.6958,0.4009,0.6808,0.3395,0.582
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,UBst,0.7256,0.7878,0.7143,0.598,0.6793,0.448,0.5599
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,UBst,0.5894,0.8237,0.6464,0.1877,0.64,0.2017,0.5506
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,UBst,0.5551,0.5925,0.55,0.4622,0.4637,0.1812,0.2121
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,UBst,0.6424,0.7039,0.6377,0.3955,0.5666,0.2484,0.3713
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,UBst,0.4977,0.5592,0.4977,0.2949,0.3278,0.1076,0.1192
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,UBst,0.73,0.8295,0.7199,0.4479,0.675,0.3817,0.579
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,UBst,0.6411,0.7876,0.6318,0.551,0.5189,0.3783,0.4649
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,UBst,0.7355,0.848,0.725,0.6004,0.6779,0.4693,0.5696
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,UBst,0.7282,0.8366,0.7176,0.5948,0.6771,0.4514,0.5533
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,UBst,0.7703,0.8741,0.751,0.5394,0.711,0.4791,0.6576
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,UBst,0.5031,0.8115,0.597,0.1025,0.565,0.1267,0.474
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,UBst,0.7338,0.8684,0.7161,0.6163,0.6808,0.4974,0.624
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,UBst,0.5688,0.6668,0.579,0.3011,0.4742,0.1909,0.3026
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,UBst,0.5955,0.6879,0.6212,0.3286,0.645,0.2432,0.4039
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,UBst,0.5257,0.5554,0.5319,0.3779,0.4567,0.1075,0.1426
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,UBst,0.6447,0.719,0.6386,0.5489,0.5908,0.308,0.3671
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,UBst,0.6828,0.7803,0.6688,0.5992,0.5898,0.4148,0.4969
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,UBst,0.559,0.6335,0.5606,0.3551,0.4036,0.229,0.2815
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,UBst,0.6324,0.6938,0.6247,0.404,0.5174,0.2835,0.3716
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,UBst,0.7125,0.7684,0.6985,0.5486,0.6072,0.4228,0.4841
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,UBst,0.6544,0.7244,0.6455,0.3844,0.5514,0.2677,0.3948
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,UBst,0.7336,0.8153,0.7225,0.6863,0.6853,0.491,0.5665
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,UBst,0.6953,0.7523,0.6878,0.3931,0.5938,0.3357,0.5036
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,UBst,0.5782,0.6442,0.5647,0.3208,0.4123,0.2002,0.262
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,OBst,0.5059,0.6227,0.5625,0.3544,0.465,0.2196,0.3008
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,OBst,0.4897,0.5898,0.5099,0.3707,0.54,0.1266,0.1271
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,OBst,0.679,0.7401,0.6745,0.3949,0.615,0.3245,0.5073
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,OBst,0.7194,0.7689,0.709,0.5905,0.6648,0.4366,0.5318
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,OBst,0.4718,0.7166,0.5789,0.1666,0.48,0.1638,0.4062
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,OBst,0.5385,0.5845,0.5343,0.4413,0.4442,0.1534,0.186
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,OBst,0.5212,0.6253,0.5207,0.2953,0.3688,0.1289,0.1583
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,OBst,0.3878,0.5299,0.4201,0.2287,0.2469,0.0609,0.0305
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,OBst,0.7102,0.765,0.6988,0.4556,0.62,0.3887,0.5412
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,OBst,0.5643,0.7149,0.567,0.4658,0.4189,0.3043,0.4074
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,OBst,0.7207,0.7953,0.7036,0.5999,0.6209,0.4807,0.5692
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,OBst,0.7227,0.7968,0.7099,0.5953,0.65,0.458,0.5548
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,OBst,0.7501,0.8214,0.7339,0.533,0.675,0.4713,0.6249
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,OBst,0.4263,0.7405,0.5632,0.1205,0.445,0.1319,0.3609
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,OBst,0.7192,0.7924,0.7007,0.6048,0.6442,0.4861,0.6051
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,OBst,0.5825,0.6832,0.5897,0.3604,0.4533,0.2722,0.3703
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,OBst,0.5621,0.669,0.6116,0.3193,0.615,0.2501,0.4643
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,OBst,0.4698,0.5365,0.4871,0.3238,0.3733,0.0439,0.0506
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,OBst,0.5998,0.6625,0.5944,0.4971,0.5081,0.2609,0.32
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,OBst,0.6633,0.7278,0.6464,0.577,0.5409,0.4047,0.5058
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,OBst,0.5237,0.6305,0.5303,0.3567,0.3609,0.2467,0.2717
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,OBst,0.5361,0.6574,0.5377,0.3437,0.365,0.2352,0.2915
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,OBst,0.7153,0.7339,0.6989,0.5578,0.6049,0.4382,0.4998
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,OBst,0.6513,0.7045,0.6427,0.3787,0.5537,0.2611,0.3925
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,OBst,0.73,0.7763,0.7173,0.6803,0.6681,0.4922,0.578
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,OBst,0.6773,0.7279,0.6636,0.394,0.549,0.3332,0.4662
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,OBst,0.5539,0.6099,0.5376,0.3153,0.3687,0.1997,0.2375
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,UOBst,0.5213,0.6558,0.5733,0.3685,0.485,0.2386,0.3146
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,UOBst,0.472,0.5392,0.495,0.3441,0.525,0.0706,0.0269
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,UOBst,0.692,0.7633,0.6856,0.3972,0.6525,0.3324,0.5507
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,UOBst,0.7104,0.7644,0.6997,0.5816,0.6508,0.4258,0.5205
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,UOBst,0.5274,0.7395,0.6187,0.2072,0.54,0.2099,0.4731
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,UOBst,0.5352,0.5872,0.5312,0.4497,0.4658,0.1595,0.197
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,UOBst,0.5478,0.6346,0.5462,0.3185,0.4069,0.1623,0.2213
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,UOBst,0.401,0.5296,0.4298,0.2355,0.2695,0.0541,0.0189
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,UOBst,0.6937,0.7707,0.6842,0.4379,0.605,0.3693,0.5266
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,UOBst,0.5792,0.7313,0.5816,0.4825,0.4467,0.3133,0.4027
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,UOBst,0.7169,0.7934,0.7023,0.5868,0.6363,0.4561,0.5455
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,UOBst,0.7161,0.7862,0.7043,0.588,0.6429,0.4463,0.5423
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,UOBst,0.7414,0.8183,0.7248,0.5245,0.6645,0.4618,0.6234
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,UOBst,0.3872,0.7483,0.5359,0.1009,0.41,0.108,0.3209
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,PROC,LR,Y,UOBst,0.7208,0.797,0.7034,0.6049,0.6517,0.4878,0.6088
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,PROC,LR,Y,UOBst,0.5554,0.6442,0.5764,0.3363,0.4367,0.2411,0.333
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,PROC,LR,Y,UOBst,0.5941,0.7065,0.6381,0.3571,0.64,0.2896,0.4828
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,PROC,LR,Y,UOBst,0.4476,0.5214,0.4736,0.3137,0.3783,0.0173,-0.0215
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,PROC,LR,Y,UOBst,0.6006,0.6732,0.5954,0.4976,0.5124,0.2598,0.3227
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,PROC,LR,Y,UOBst,0.6657,0.7304,0.6496,0.5797,0.5486,0.4091,0.5118
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,PROC,LR,Y,UOBst,0.5262,0.624,0.5336,0.3532,0.3629,0.2463,0.3031
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,PROC,LR,Y,UOBst,0.5284,0.6448,0.5363,0.3363,0.3669,0.2259,0.2875
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,PROC,LR,Y,UOBst,0.7144,0.7444,0.6976,0.5567,0.6024,0.4358,0.4928
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,PROC,LR,Y,UOBst,0.6448,0.6939,0.6366,0.3731,0.5428,0.2543,0.3813
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,PROC,LR,Y,UOBst,0.7284,0.7761,0.7163,0.6773,0.6629,0.4884,0.5672
Lucene,64,691,0.09261939218523878,9.796875,16~8,PROC,LR,Y,UOBst,0.6727,0.7307,0.6581,0.3891,0.5443,0.3293,0.4664
Mylyn,245,1862,0.13157894736842105,6.6,8~4,PROC,LR,Y,UOBst,0.568,0.6178,0.5531,0.3195,0.3915,0.2032,0.2566
ant-1.3,20,125,0.16,5.25,8~4,PROC,LR,Y,SBst,0.6285,0.6923,0.6451,0.4561,0.58,0.3527,0.4929
ant-1.4,40,178,0.2247191011235955,3.45,4~2,PROC,LR,Y,SBst,0.5204,0.5713,0.5279,0.3759,0.55,0.1269,0.1533
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,PROC,LR,Y,SBst,0.7037,0.7889,0.699,0.4238,0.6475,0.3602,0.5552
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,PROC,LR,Y,SBst,0.7296,0.7892,0.7173,0.605,0.6741,0.4603,0.5638
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,PROC,LR,Y,SBst,0.5116,0.8051,0.6118,0.2204,0.51,0.2186,0.4447
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,PROC,LR,Y,SBst,0.5933,0.6097,0.5878,0.4964,0.5056,0.2203,0.2531
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,PROC,LR,Y,SBst,0.632,0.7008,0.6223,0.3994,0.517,0.2577,0.3433
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,PROC,LR,Y,SBst,0.4935,0.5591,0.4931,0.2916,0.3138,0.1089,0.1239
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,PROC,LR,Y,SBst,0.7,0.8235,0.6914,0.4327,0.62,0.3649,0.5392
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,PROC,LR,Y,SBst,0.5573,0.7815,0.5615,0.4616,0.4056,0.297,0.3967
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,PROC,LR,Y,SBst,0.7256,0.85,0.7102,0.5995,0.6354,0.4761,0.5615
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,PROC,LR,Y,SBst,0.7247,0.8366,0.7118,0.597,0.6543,0.4573,0.5506
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,PROC,LR,Y,SBst,0.7269,0.8686,0.7133,0.5169,0.6355,0.4508,0.5823
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,PROC,LR,Y,SBst,0.258,0.7365,0.453,0.0719,0.27,0.0554,0.1552
